EntryID,Ecosystem,Common Name,Scientific Name,Count,Year
10094705,Grassland,Foxtail,Plantago major,451,2013
10076471,Agricultural Field,Plantain,Cynodon dactylon,297,1997
10008237,Urban,Crabgrass,Chenopodium album,466,2015
10012280,Urban,Dandelion,Asclepias syriaca,415,2020
10058131,Wetland,Dandelion,Trifolium repens,478,2012
10067209,Wetland,Foxtail,Plantago major,322,2014
10062748,Wetland,Dandelion,Plantago major,266,2002
10054704,Grassland,Lambsquarters,Ambrosia artemisiifolia,394,1999
10065267,Agricultural Field,Crabgrass,Plantago major,190,2013
10068174,Forest,Foxtail,Trifolium repens,335,2010
10035121,Wetland,Goosegrass,Digitaria sanguinalis,304,2009
10074754,Forest,Knapweed,Trifolium repens,80,2018
10005715,Wetland,Thistle,Setaria faberi,391,2012
10014771,Agricultural Field,Knapweed,Convolvulus arvensis,115,2011
10061146,Wetland,Ragweed,Amaranthus retroflexus,217,2007
10023330,Grassland,Thistle,Plantago major,147,1996
10058694,Forest,Bermudagrass,Rumex crispus,203,2014
10095121,Forest,Quackgrass,Lamium amplexicaule,348,1998
10013076,Grassland,Dock,Rumex crispus,235,2016
10046089,Urban,Dandelion,Eleusine indica,146,1994
10084292,Wetland,Goosegrass,Amaranthus retroflexus,163,1996
10013696,Agricultural Field,Clover,Cyperus esculentus,332,2005
10001973,Grassland,Bermudagrass,Rumex crispus,408,1990
10008194,Agricultural Field,Bermudagrass,Taraxacum officinale,25,2020
10050996,Urban,Knapweed,Taraxacum officinale,176,2003
10064603,Urban,Henbit,Eleusine indica,112,1990
10023716,Urban,Thistle,Cynodon dactylon,28,2008
10054330,Wetland,Clover,Convolvulus arvensis,6,1996
10005138,Grassland,Pigweed,Digitaria sanguinalis,453,2014
10069178,Agricultural Field,Clover,Taraxacum officinale,56,2018
10038367,Urban,Plantain,Cynodon dactylon,109,1997
10020986,Agricultural Field,Crabgrass,Elymus repens,276,2005
10032902,Forest,Chickweed,Cirsium arvense,67,2000
10088392,Forest,Foxtail,Digitaria sanguinalis,442,2011
10035309,Agricultural Field,Pigweed,Setaria faberi,120,2004
10031155,Forest,Quackgrass,Cirsium arvense,361,2019
10094863,Agricultural Field,Milkweed,Trifolium repens,155,2007
10057474,Urban,Plantain,Taraxacum officinale,335,1995
10014281,Urban,Plantain,Cirsium arvense,248,2006
10082202,Wetland,Nutsedge,Stellaria media,168,2023
10036658,Forest,Groundsel,Trifolium repens,166,1994
10004945,Grassland,Groundsel,Ambrosia artemisiifolia,201,2001
10042881,Wetland,Quackgrass,Rumex crispus,374,2008
10033436,Wetland,Crabgrass,Elymus repens,271,2018
10023082,Wetland,Bermudagrass,Taraxacum officinale,194,2015
10028399,Agricultural Field,Dock,Trifolium repens,12,1998
10024597,Forest,Milkweed,Chenopodium album,147,2010
10019303,Wetland,Quackgrass,Elymus repens,194,2012
10057543,Forest,Groundsel,Centaurea stoebe,498,2017
10042327,Forest,Ragweed,Amaranthus retroflexus,338,2013
10039542,Wetland,Bermudagrass,Asclepias syriaca,369,2022
10019894,Agricultural Field,Goosegrass,Taraxacum officinale,494,2006
10036357,Grassland,Pigweed,Cynodon dactylon,405,2004
10033366,Grassland,Henbit,Eleusine indica,303,2020
10000627,Agricultural Field,Thistle,Convolvulus arvensis,354,2013
10032495,Wetland,Milkweed,Senecio vulgaris,438,2004
10053451,Wetland,Thistle,Trifolium repens,195,2014
10038517,Agricultural Field,Knapweed,Trifolium repens,256,1993
10069207,Agricultural Field,Bindweed,Elymus repens,454,2022
10065222,Forest,Clover,Cyperus esculentus,265,2014
10002208,Wetland,Clover,Digitaria sanguinalis,437,2023
10080843,Agricultural Field,Chickweed,Ambrosia artemisiifolia,87,2008
